No | KKKS | NDP | Tender Title | Expected Invitation Date | Currency | Estimated Value | Minimum TKDN
191 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000015 | IT Asset Lifecycle Management Software | Mei 2026 | IDR | 10850524400 | 5
192 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000016 | Catering & Housekeeping Services For Rig Operations | Desember 2026 | IDR | 9728142500 | 75
193 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000020 | Palembang Office Building Rental Services | Oktober 2026 | IDR | 10808820000 | 75
194 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000021 | Catering and laundry services for SSR | Oktober 2026 | IDR | 11865702200 | 75
195 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000002 | PROVISION OF ELECTRICAL INSTALLATION SERVICES | Maret 2026 | IDR | 69172500000 | 75
196 | MEDCO E&P INDONESIA | A033-25-B-000026 | WELL SITE PREPARATION FOR | Januari 2026 | IDR | 33000000000 | 75
197 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-25-B-000027 | PROVISION OF SLICKLINE SERVICES | Januari 2026 | IDR | 69605000000 | 40
198 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000005 | Provision of Technical Application Development Tools | September 2026 | IDR | 11430576300 | 5
199 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000006 | MANAGE SERVICE HYBRID CLOUD DISASTER RECOVERY CENTER (DRC) | September 2026 | IDR | 23459400188 | 50
200 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000007 | Software Schlumberger Support and Maintenance Services | Oktober 2026 | USD | 3500000 | 5
201 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000008 | MICROSOFT APPLICATION AND OPERATING SYSTEM SUPPORT SERVICES (MICROSOFT UNIFIED SUPPORT) | Juni 2026 | IDR | 11056500000 | 5
202 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000009 | ENDPOINT PROTECTION LICENSING SERVICES | Mei 2026 | IDR | 9239400000 | 5
203 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000010 | PROVISION OF LICENSE, MAINTENANCE & SUPPORT SERVICE QUESTOR, FORECAST, AND RATE TRANSIENT ANALYSIS (RTA) SOFTWARE | Oktober 2026 | USD | 872813 | 5
204 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000011 | Datacenter Operational Services | Oktober 2026 | IDR | 16387354638 | 90
205 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000012 | BUSINESS SERVER, VDI TECHNICAL APPLICATION SERVERS AND STORAGE RENTAL SERVICES | Mei 2026 | IDR | 22660453860 | 45
206 | MEDCO E&P INDONESIA | A033-26-A-000022 | Security Equipment and Maintenance Services | September 2026 | IDR | 13724205550 | 75
207 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000023 | ENVIRONMENTAL MONITORING SERVICES FOR SOUTH SUMATERA REGION | Juli 2026 | IDR | 8255000000 | 90
208 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000024 | TECHNICAL APPLICATION DEVELOPMENT AND MAINTENANCE SUPPORT SERVICES | Desember 2026 | IDR | 10842624000 | 85
209 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000025 | Call Off Order Pertamina Lubricants | April 2026 | IDR | 71635162750 | 25
210 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000026 | Call Off Order Specialty Chemical For Meta & Lica | April 2026 | IDR | 30000000000 | 25
211 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000027 | Jasa Penyewaan & Pengoperasian Kendaraan Operasional Untuk Operasional SSR | Desember 2026 | IDR | 11760000960 | 80
212 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000028 | Crude Oil Treatment Services Using Demulsifier For SSB Dan Rimau | November 2026 | IDR | 36385600000 | 35
213 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000030 | Caterpillar Maintenance, Repair & Recondition Services | April 2026 | IDR | 45000000000 | 50
214 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000031 | MECHANICAL MAINTENANCES SERVICES | Oktober 2026 | IDR | 65000000000 | 75
215 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000032 | JASA FACILITY INTEGRITY ENGINEERING, INSPEKSI & SERTIFIKASI | November 2026 | IDR | 54934895000 | 80
216 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000033 | Pipeline Operations & Maintenance Services for SSB | Juni 2026 | IDR | 54459990480 | 75
217 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000035 | CEMENTING SERVICES | Maret 2026 | USD | 4900000 | 37
218 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000036 | DOWNHOLE EQUIPMENT SERVICES FOR ARUNG NOWERA | Februari 2026 | USD | 360000 | 35
219 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000037 | SOUTH SUMATERA REGION 3D SEISMIC SUPERVISION CONSULTANCY | Juni 2026 | IDR | 17883690000 | 90
220 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000038 | PRESSURIZED MUD CAP DRILLING SERVICES | Maret 2026 | USD | 150000 | 55
221 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000040 | TOP DRIVE SYSTEM | April 2026 | IDR | 7500000000 | 60
222 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000039 | Call Off Order Seamless Linepipe | Februari 2026 | IDR | 49500000000 | 25
223 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000004 | Call Off Order Manual Valve (Ball Valve) | Februari 2026 | IDR | 49500000000 | 25
224 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000041 | PROJECT MANAGEMENT AND PROFESSIONAL SERVICES | Maret 2026 | IDR | 70000000000 | 90
225 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000042 | PROVISION OF PROJECT DELIVERY ONSHORE TECHNICAL SUPPORT SERVICES | Maret 2026 | IDR | 74500000000 | 85
226 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-25-A-000040 | CHEMICAL TREATMENT AND PERFORMANCE OBSERVATION SERVICES FOR PRODUCED WATER AND GAS TREATMENT IN SSB AND LEMATANG | Februari 2026 | IDR | 36124599539 | 45
227 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-25-A-000030 | FIELD RADIO TRUNKING SERVICES | Januari 2026 | IDR | 49234909000 | 75
228 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-25-B-000011 | Call Off Order Transformer | Januari 2026 | IDR | 48000000000 | 10
229 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-25-B-000018 | PROVISION OF MEMBRANE FOR ARUNG NOWERA PROJECT | Januari 2026 | USD | 2000000 | 0
230 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-26-A-000003 | PROVISION OF OPERATIONS CONSTRUCTION SERVICES | Maret 2026 | IDR | 49899615000 | 80
231 | MEDCO E&P INDONESIA (S&C SUMATERA), PT | A033-25-A-000006 | DIRECTIONAL DRILLING SERVICES | Januari 2026 | USD | 3270000 | 50
232 | MEDCO E&P LEMATANG, PT | A035-26-A-000002 | Operations & Maintenance Lematang | Agustus 2026 | IDR | 49000000000 | 35
233 | MEDCO E&P LEMATANG, PT | A035-26-A-000001 | Security Service for Operational Lematang | Juli 2026 | IDR | 16815300365 | 85
234 | EXXONMOBIL CEPU LTD. | A038-25-A-000001 | Provision of 3rd Party Laboratory Services | Februari 2026 | IDR | 110426939564 | 55
235 | EXXONMOBIL CEPU LTD. | A038-25-A-000004 | Provision of Helicopter Services | Februari 2026 | USD | 7625558 | 80
236 | EXXONMOBIL CEPU LTD. | A038-25-A-000005 | Provision of FSO Catering & Housekeeping Services | April 2026 | IDR | 75000000000 | 75
237 | EXXONMOBIL CEPU LTD. | A038-26-A-000003 | Provision of General Manpower - Non Technical | Agustus 2026 | IDR | 192168216648 | 95
238 | EXXONMOBIL CEPU LTD. | A038-26-A-000004 | Provision of General Manpower - Technical | Juli 2026 | IDR | 364072110313 | 95
239 | EXXONMOBIL CEPU LTD. | A038-26-A-000006 | Provision of Biosolar Fuel | Agustus 2026 | IDR | 675885000000 | 60
240 | EXXONMOBIL CEPU LTD. | A038-26-A-000007 | Provision of Consolidate Hazardous and Toxic Waste Management Services | Mei 2026 | IDR | 230822453381 | 85
241 | EXXONMOBIL CEPU LTD. | A038-26-A-000009 | Oil & Chemical Spill Response | Mei 2026 | IDR | 75000000000 | 80
242 | EXXONMOBIL CEPU LTD. | A038-25-A-000002 | Provision of Landscaping Services | Maret 2026 | IDR | 68700000000 | 90
243 | EXXONMOBIL CEPU LTD. | A038-25-A-000016 | PROV OF OF CORROSION MONITORING SERVICES | Januari 2026 | IDR | 25123785550 | 70
244 | EXXONMOBIL CEPU LTD. | A038-25-B-000036 | Provision of H2S Services | Februari 2026 | IDR | 74994463900 | 75
245 | EXXONMOBIL CEPU LTD. | A038-25-B-000039 | Provision of Jakarta Security Services | Februari 2026 | IDR | 13000000000 | 90
246 | EXXONMOBIL CEPU LTD. | A038-26-A-000008 | WPC Flowline Material | Maret 2026 | USD | 1500000 | 25
247 | EXXONMOBIL CEPU LTD. | A038-26-A-000010 | Warehouse Management | Agustus 2026 | IDR | 25028221346 | 95
248 | EXXONMOBIL CEPU LTD. | A038-26-A-000011 | Radio Communication & Navigation Maintenance Services | Agustus 2026 | IDR | 17096010550 | 85
249 | EXXONMOBIL CEPU LTD. | A038-26-A-000012 | NDT & Rope Access Service for CPO Full Field | Agustus 2026 | IDR | 60000000000 | 65
250 | EXXONMOBIL CEPU LTD. | A038-26-A-000013 | Provision of Maintenance Support for Laboratory Information Management System (LIMS) | Agustus 2026 | IDR | 3084350000 | 80
251 | EXXONMOBIL CEPU LTD. | A038-26-A-000014 | Prov of Clamp On Meter Rental Services | Agustus 2026 | IDR | 2200000000 | 70
252 | EXXONMOBIL CEPU LTD. | A038-26-A-000015 | Provision of Static Equipment Maintenance & Support Services | Agustus 2026 | IDR | 49000000000 | 85
253 | EXXONMOBIL CEPU LTD. | A038-26-A-000016 | Provision of Safety Equipment Rental & Repair Services | Agustus 2026 | IDR | 49000000000 | 60
254 | EXXONMOBIL CEPU LTD. | A038-26-A-000017 | Provision of RWB Certification Services | Agustus 2026 | IDR | 26000000000 | 70
255 | EXXONMOBIL CEPU LTD. | A038-26-A-000019 | EPC KKW Surface Facility | Maret 2026 | USD | 19900000 | 41
256 | PERTAMINA EP, PT | A043-26-A-500032 | Jasa EPC Upgrading Fasilitas Produksi Lapangan SP Karangan Barat Field Limau | September 2026 | IDR | 336054776837 | 55
257 | PERTAMINA EP, PT | A043-26-A-040003 | Jasa Operation & Maintenance (OM) Fasilitas Penyaluran Minyak Bersama SUMBAGSEL Paket TAP (Talang Akar Pendopo) | September 2026 | IDR | 164934900000 | 75
258 | PERTAMINA EP, PT | A043-26-A-510006 | Pekerjaan Penyediaan Jasa Pengamanan di PT Pertamina EP Zona 7 Subang Field | Maret 2026 | IDR | 98458177708 | 90
259 | PERTAMINA EP, PT | A043-26-A-510011 | TFC 3 Tahun Pipa ERW untuk PT Pertamina EP | Januari 2026 | IDR | 1200000000000 | 40
260 | PERTAMINA EP, PT | A043-26-A-510015 | Penyediaan Tenaga Alih Daya PT Pertamina EP Regional 2 Zona 7 Subang Field | September 2026 | IDR | 152296328833 | 90
261 | PERTAMINA EP, PT | A043-26-A-L00004 | Pekerjaan Survei Seismik 3D Barasukma Provinsi Jawa Barat | April 2026 | IDR | 664011881621 | 70
262 | PERTAMINA EP, PT | A043-26-A-L00007 | Jasa Pumping Service, Stimulasi, dan Penanganan Sumur dengan Coiled Tubing Unit di PT Pertamina EP Zona 7 Subang Field dan Tambun Field | September 2026 | IDR | 535000000000 | 70
263 | PERTAMINA EP, PT | A043-26-A-L00008 | Jasa Pumping Service, Stimulasi, dan Penanganan Sumur dengan Coiled Tubing Unit di PT Pertamina EP Zona 7 Jatibarang Field | September 2026 | IDR | 565000000000 | 70
264 | PERTAMINA EP, PT | A043-26-A-L00009 | Jasa Electric Logging, Perforation, dan Data Processing (EWLPP) untuk Pekerjaan Workover dan Well Intervention di PT Pertamina EP Zona 7 | Oktober 2026 | IDR | 335000000000 | 55
265 | PERTAMINA EP, PT | A043-26-A-L00010 | Kontrak OCTG 13 Chrome dengan Skema TFC | Mei 2026 | USD | 20000000 | 25
266 | PERTAMINA EP, PT | A043-26-A-090153 | Jasa Penyediaan dan Pengoperasian Rig untuk Pemboran, Workover dan Well Services di Sub Holding Upstream (PA No 46500169886) | Juni 2026 | USD | 7000000 | 75
267 | PERTAMINA EP, PT | A043-26-A-500071 | Survei Seismik 2D Gerbera, Provinsi Lampung dan Sumatera Selatan | Januari 2026 | IDR | 222184848000 | 80
268 | PERTAMINA EP, PT | A043-26-A-010056 | JASA SEWA ALAT BERAT DI PT PERTAMINA EP ZONA 1 FIELD JAMBI | Januari 2026 | IDR | 89000000000 | 80
269 | PERTAMINA EP, PT | A043-26-A-500028 | Pembangunan CO2 Removal Unit di Lapangan Benuang | September 2026 | IDR | 208899137419 | 15
270 | PERTAMINA EP, PT | A043-26-A-500029 | Jasa EPC Upgrading SP-1 dan SKG-12 Lapangan Benuang | September 2026 | IDR | 451996372513 | 30
271 | PERTAMINA EP, PT | A043-26-A-500031 | Pengadaan 3 (Tiga) Unit Gas Asso Recovery System Package di SP Karangan Barat Field Limau | September 2026 | USD | 14136225 | 0
272 | PERTAMINA EP, PT | A043-25-A-070048 | Pekerjaan Penyediaan Jasa Pengamanan (Security) di PT Pertamina EP Regional 2 Zona 7 Jatibarang Field | Maret 2026 | IDR | 98992837579 | 90
273 | PERTAMINA EP, PT | A043-25-A-510012 | Jasa Sewa Kendaraan Ringan Penumpang (KRP) Beserta Pengemudi PT. Pertamina EP Regional 2 Selama 48 (empat puluh delapan) bulan | Juli 2026 | IDR | 84861584461 | 85
274 | PERTAMINA EP, PT | A043-23-B-L10018 | TFC CASING HIGH GRADE & PREMIUM CONNECTION | Maret 2026 | USD | 5695243 | 25
275 | PERTAMINA EP, PT | A043-23-B-L10019 | TFC TUBING HIGH GRADE & PREMIUM CONNECTION | Maret 2026 | USD | 23163035 | 25
276 | PERTAMINA EP, PT | A043-23-B-L20001 | Pekerjaan Jasa Lumpur Pemboran Lengkap Dengan Peralatan, Material Dan Personel Untuk Pengeboran Sumur-sumur PT. Pertamina EP Zona 7 Field Jatibarang | Juli 2026 | USD | 89000000 | 50
277 | PERTAMINA EP, PT | A043-23-B-L20002 | Pekerjaan Jasa Lumpur Pemboran Lengkap Dengan Peralatan, Material Dan Personel Untuk Pengeboran Sumur-sumur PT. Pertamina EP Zona 7 Field Subang Tambun | Juli 2026 | USD | 61000000 | 50
278 | PERTAMINA EP, PT | A043-23-B-L30010 | TFC CASING HIGH GRADE & PREMIUM CONNECTION | Januari 2026 | USD | 5600000 | 25
279 | PERTAMINA EP, PT | A043-23-B-L30023 | TFC TUBING | Januari 2026 | USD | 7400000 | 25
280 | PERTAMINA EP, PT | A043-23-B-L30011 | TFC CASING HIGH GRADE & PREMIUM CONNECTION | Januari 2026 | USD | 22900000 | 25
281 | PERTAMINA EP, PT | A043-26-A-L10003 | Penyediaan Jasa Electric Wireline Open Hole Logging, Data Processing, Perforating dan Pipe Recovery untuk Pengeboran Di Area 1 | Juli 2026 | USD | 92000000 | 63
282 | PERTAMINA EP, PT | A043-26-A-L10004 | Penyediaan Jasa Electric Wireline Cased Hole Logging, Data Processing, Perforating dan Pipe Recovery untuk Pengeboran dan Workover Di Area 1 | Agustus 2026 | USD | 25000000 | 62
283 | PERTAMINA EP, PT | A043-26-A-L10005 | Penyediaan Jasa Pemboran Berarah (Directional Drilling) Menggunakan RSS dan LWD untuk | September 2026 | USD | 18000000 | 53
284 | PERTAMINA EP, PT | A043-26-A-L10006 | Penyediaan Jasa Pemboran Berarah (Directional Drilling) Menggunakan Motorized RSS, MWD, dan LWD untuk Pemboran Sumur- Sumur Area 1 | September 2026 | USD | 95000000 | 51
285 | PERTAMINA EP, PT | A043-26-A-L10007 | Penyediaan Jasa Pemboran Berarah (Directional Drilling) Menggunakan Motorized RSS, MWD, dan LWD untuk Pemboran Sumur- Sumur Area 2 | September 2026 | USD | 90000000 | 56
286 | PERTAMINA EP, PT | A043-26-A-L10008 | Jasa Pemboran Berarah (Directional Drilling) Menggunakan Mud Motor dan MWD | September 2026 | USD | 75000000 | 57
287 | PERTAMINA EP, PT | A043-26-A-L10009 | Pekerjaan Jasa Pengelolaan High Performance Water Based Mud untuk Pemboran Sumur- sumur Area 1 | November 2026 | USD | 95000000 | 47
288 | PERTAMINA EP, PT | A043-26-A-L10010 | Pekerjaan Jasa Pengelolaan High Performance Water Based Mud untuk Pemboran Sumur- sumur Area 2 | November 2026 | USD | 90000000 | 48
289 | PERTAMINA EP, PT | A043-26-A-L10011 | Jasa Penyemenan dan Pemompaan untuk Pengeboran di Area 1 | September 2026 | USD | 95000000 | 56
290 | PERTAMINA EP, PT | A043-26-A-L10012 | Jasa Penyemenan dan Pemompaan untuk Pengeboran di Area 2 | September 2026 | USD | 90000000 | 56
291 | PERTAMINA EP, PT | A043-26-A-040033 | Penyediaan Rig PDSI | September 2026 | USD | 125024416 | 75
292 | PERTAMINA EP, PT | A043-26-A-500059 | Pekerjaan Pengamanan Jalur Trunkline Minyak Mentah Di Area PT Pertamina EP Zona 4 | Maret 2026 | IDR | 14065226378 | 90
293 | PERTAMINA EP, PT | A043-26-A-500060 | Pengoperasian dan Pemeliharaan 1 (Satu) Unit Mobile Multiphase Flow Meter di PT. Pertamina Hulu Rokan Zona 4 Prabumulih Field | Maret 2026 | IDR | 8694623000 | 53
294 | PERTAMINA EP, PT | A043-26-A-L10001 | Penyediaan Jasa Electric Wireline Open Hole Logging, Data Processing, Perforating dan Pipe Recovery untuk Pengeboran Di Area 2 | Juli 2026 | USD | 81000000 | 63
295 | PERTAMINA EP, PT | A043-26-A-L10002 | Penyediaan Jasa Electric Wireline Cased Hole Logging, Data Processing, Perforating dan Pipe Recovery untuk Pengeboran dan Workover Di Area 2 | Agustus 2026 | USD | 17600000 | 60
296 | PERTAMINA EP, PT | A043-26-A-L10013 | Jasa Fracturing, Stimulasi dan Coiled Tubing Unit untuk Pekerjaan Pengeboran di Area 1 | Februari 2026 | USD | 98000000 | 51
297 | PERTAMINA EP, PT | A043-26-A-L10014 | Jasa Fracturing, Stimulasi dan Coiled Tubing Unit untuk Pekerjaan Pengeboran di Area 2 | Februari 2026 | USD | 95000000 | 51
298 | PERTAMINA EP, PT | A043-26-A-L10015 | Jasa Special Fracturing dan Coiled Tubing Unit untuk Pekerjaan Well Intervention | Februari 2026 | USD | 35000000 | 53
299 | PERTAMINA EP, PT | A043-26-A-L10016 | Jasa Fracturing Unit untuk Pekerjaan Well Intervention | Februari 2026 | USD | 30000000 | 56
300 | PERTAMINA EP, PT | A043-26-A-070030 | RO PA 4650016986 - Jasa Penyediaan dan Pengoperasian Rig untuk Pemboran, Workover dan Well Services di Subholding Upstream - Penggunaan Unit Rig Kontrak PDSI #08.1/H40D-M (500 HP) | Januari 2026 | USD | 3192846 | 75
301 | PERTAMINA EP, PT | A043-26-A-070031 | RO PA 4650016986 - Jasa Penyediaan dan Pengoperasian Rig untuk Pemboran, Workover dan Well Services di Subholding Upstream - Penggunaan Unit Rig Kontrak PDSI #55.2/XJ550-M (550 HP) | Februari 2026 | USD | 2939234 | 75
302 | PERTAMINA EP, PT | A043-26-A-070032 | RO PA 4650016986 - Jasa Penyediaan dan Pengoperasian Rig untuk Pemboran, Workover dan Well Services di Subholding Upstream - Penggunaan Unit Rig Kontrak PDSI #56.2/XJ550-M (550 HP) | Maret 2026 | USD | 2851454 | 75
303 | PERTAMINA EP, PT | A043-26-A-510003 | Penyediaan Tenaga Alih Daya PT Pertamina EP Regional 2 Zona 7 HO Zona 7 | September 2026 | IDR | 76888244161 | 90
304 | PERTAMINA EP, PT | A043-26-A-510004 | Penyediaan Tenaga Alih Daya Fungsi RAM, Administrasi, Medical PT Pertamina EP Regional 2 Zona 7 Jatibarang Field | September 2026 | IDR | 144965412254 | 90
305 | PERTAMINA EP, PT | A043-25-B-510038 | COO 2 Tahun Pipa Seamless 40 Size 3IN, 4IN, 8IN, dan 10IN di Zona 7 | Juli 2026 | IDR | 100000000000 | 40
306 | PERTAMINA EP, PT | A043-25-B-510041 | PERJANJIAN INDUK/MASTER AGREEMENT PENYEDIAAN BBM DAN PELUMAS UNTUK KEGIATAN OPERASI PT PERTAMINA EP DENGAN MEKANISME FUEL & LUBRICANTS MANAGEMENT SYSTEM - FUEL | Agustus 2026 | IDR | 11467764985090 | 25
307 | PERTAMINA EP, PT | A043-25-B-510042 | PERJANJIAN INDUK/MASTER AGREEMENT PENYEDIAAN BBM DAN PELUMAS UNTUK KEGIATAN OPERASI PT PERTAMINA EP DENGAN MEKANISME FUEL & LUBRICANTS MANAGEMENT SYSTEM - PELUMAS | Agustus 2026 | IDR | 532574893832 | 25
308 | PERTAMINA EP, PT | A043-25-B-510046 | EPC PEMBANGUNAN OPLL ABG STAGE-2 | April 2026 | USD | 82461779 | 40
309 | PERTAMINA EP, PT | A043-25-A-110102 | Penyediaan dan Pengoperasian Rig untuk Workover Wellservices | April 2026 | IDR | 82710209650 | 80
310 | PERTAMINA EP, PT | A043-25-A-530148 | Survey Seismik 2D Lamturo / 3D Banyugeni | Januari 2026 | IDR | 480000000000 | 80
311 | PERTAMINA EP, PT | A043-25-B-110186 | Jasa Instalasi dan Pemeliharaan Elektrikal & Instrumentasi Onshore | April 2026 | IDR | 80421171237 | 25
312 | PERTAMINA EP, PT | A043-25-B-L40001 | Penyediaan Jasa Directional Drilling, MWD dan LWD (Paket 2) | Juli 2026 | USD | 22873007 | 55
313 | PERTAMINA EP, PT | A043-25-B-L40007 | Penyediaan Jasa Directional Drilling, MWD dan LWD (Paket 1) | Juli 2026 | USD | 15244189 | 55
